"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"4362","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","331","Found 'DU'-anomaly for variable 'pMinus' (lines '331'-'358').","Controversial Rules","DataflowAnomalyAnalysis"
"4363","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","337","Found 'DD'-anomaly for variable 'countpPlus' (lines '337'-'337').","Controversial Rules","DataflowAnomalyAnalysis"
"4364","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","344","Found 'DD'-anomaly for variable 'countpMinus' (lines '344'-'344').","Controversial Rules","DataflowAnomalyAnalysis"
"4365","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","344","Found 'DU'-anomaly for variable 'countpMinus' (lines '344'-'358').","Controversial Rules","DataflowAnomalyAnalysis"
"4366","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","349","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"4367","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","353","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"4368","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","367","The method 'checkCase11' has a Cyclomatic Complexity of 11.","Code Size Rules","CyclomaticComplexity"
"4369","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","369","Avoid using final local variables, turn them into fields","Controversial Rules","AvoidFinalLocalVariable"
"4370","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","369","Found 'DU'-anomaly for variable 'satisfies11' (lines '369'-'419').","Controversial Rules","DataflowAnomalyAnalysis"
"4371","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","372","Found 'DD'-anomaly for variable 'pMinusEmpty' (lines '372'-'379').","Controversial Rules","DataflowAnomalyAnalysis"
"4372","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","372","Found 'DD'-anomaly for variable 'pPlusEmpty' (lines '372'-'378').","Controversial Rules","DataflowAnomalyAnalysis"
"4373","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","378","Found 'DD'-anomaly for variable 'pPlusEmpty' (lines '378'-'390').","Controversial Rules","DataflowAnomalyAnalysis"
"4374","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","379","Found 'DD'-anomaly for variable 'pMinusEmpty' (lines '379'-'398').","Controversial Rules","DataflowAnomalyAnalysis"
"4375","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","390","Found 'DD'-anomaly for variable 'pPlusEmpty' (lines '390'-'390').","Controversial Rules","DataflowAnomalyAnalysis"
"4376","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","398","Found 'DD'-anomaly for variable 'pMinusEmpty' (lines '398'-'398').","Controversial Rules","DataflowAnomalyAnalysis"
"4377","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","405","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"4378","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","410","Found 'DD'-anomaly for variable 'pPlus' (lines '410'-'380').","Controversial Rules","DataflowAnomalyAnalysis"
"4379","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","410","Found 'DD'-anomaly for variable 'pPlus' (lines '410'-'410').","Controversial Rules","DataflowAnomalyAnalysis"
"4380","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","410","Found 'DU'-anomaly for variable 'pPlus' (lines '410'-'419').","Controversial Rules","DataflowAnomalyAnalysis"
"4381","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","415","Found 'DD'-anomaly for variable 'pMinus' (lines '415'-'381').","Controversial Rules","DataflowAnomalyAnalysis"
"4382","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","415","Found 'DD'-anomaly for variable 'pMinus' (lines '415'-'415').","Controversial Rules","DataflowAnomalyAnalysis"
"4383","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","415","Found 'DU'-anomaly for variable 'pMinus' (lines '415'-'419').","Controversial Rules","DataflowAnomalyAnalysis"
"4384","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","442","clone() method should be implemented only if implementing Cloneable interface","Type Resolution Rules","CloneMethodMustImplementCloneable"
"4385","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","443","clone() method should be implemented only if implementing Cloneable interface","Type Resolution Rules","CloneMethodMustImplementCloneable"
"4386","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","443","clone() method should throw CloneNotSupportedException","Clone Implementation Rules","CloneThrowsCloneNotSupportedException"
"4387","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","456","Avoid using final local variables, turn them into fields","Controversial Rules","AvoidFinalLocalVariable"
"4388","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","456","Found 'DU'-anomaly for variable 'js' (lines '456'-'500').","Controversial Rules","DataflowAnomalyAnalysis"
"4389","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","461","Found 'DD'-anomaly for variable 'countpMinus' (lines '461'-'468').","Controversial Rules","DataflowAnomalyAnalysis"
"4390","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","461","Found 'DD'-anomaly for variable 'countpPlus' (lines '461'-'467').","Controversial Rules","DataflowAnomalyAnalysis"
"4391","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","467","Found 'DD'-anomaly for variable 'countpPlus' (lines '467'-'476').","Controversial Rules","DataflowAnomalyAnalysis"
"4392","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","468","Found 'DD'-anomaly for variable 'countpMinus' (lines '468'-'483').","Controversial Rules","DataflowAnomalyAnalysis"
"4393","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","468","Found 'DU'-anomaly for variable 'countpMinus' (lines '468'-'500').","Controversial Rules","DataflowAnomalyAnalysis"
"4394","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","469","Found 'DU'-anomaly for variable 'pPlus' (lines '469'-'500').","Controversial Rules","DataflowAnomalyAnalysis"
"4395","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","470","Found 'DD'-anomaly for variable 'pMinus' (lines '470'-'470').","Controversial Rules","DataflowAnomalyAnalysis"
"4396","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","470","Found 'DU'-anomaly for variable 'pMinus' (lines '470'-'500').","Controversial Rules","DataflowAnomalyAnalysis"
"4397","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","476","Found 'DD'-anomaly for variable 'countpPlus' (lines '476'-'476').","Controversial Rules","DataflowAnomalyAnalysis"
"4398","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","483","Found 'DD'-anomaly for variable 'countpMinus' (lines '483'-'483').","Controversial Rules","DataflowAnomalyAnalysis"
"4399","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","483","Found 'DU'-anomaly for variable 'countpMinus' (lines '483'-'500').","Controversial Rules","DataflowAnomalyAnalysis"
"4400","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","490","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"4401","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","511","Found 'DD'-anomaly for variable 'C' (lines '511'-'516').","Controversial Rules","DataflowAnomalyAnalysis"
"4402","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","511","Found 'DU'-anomaly for variable 'C' (lines '511'-'520').","Controversial Rules","DataflowAnomalyAnalysis"
"4403","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","516","Found 'DD'-anomaly for variable 'C' (lines '516'-'516').","Controversial Rules","DataflowAnomalyAnalysis"
"4404","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","516","Found 'DU'-anomaly for variable 'C' (lines '516'-'520').","Controversial Rules","DataflowAnomalyAnalysis"
"4405","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","553","Found 'DD'-anomaly for variable 'reduced' (lines '553'-'572').","Controversial Rules","DataflowAnomalyAnalysis"
"4406","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","554","Found 'DD'-anomaly for variable 'cols' (lines '554'-'564').","Controversial Rules","DataflowAnomalyAnalysis"
"4407","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","556","Found 'DU'-anomaly for variable 'count' (lines '556'-'576').","Controversial Rules","DataflowAnomalyAnalysis"
"4408","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","564","Found 'DD'-anomaly for variable 'cols' (lines '564'-'564').","Controversial Rules","DataflowAnomalyAnalysis"
"4409","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","587","Found 'DU'-anomaly for variable 'k' (lines '587'-'632').","Controversial Rules","DataflowAnomalyAnalysis"
"4410","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","590","Found 'DD'-anomaly for variable 'X' (lines '590'-'598').","Controversial Rules","DataflowAnomalyAnalysis"
"4411","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","590","Found 'DU'-anomaly for variable 'X' (lines '590'-'632').","Controversial Rules","DataflowAnomalyAnalysis"
"4412","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","592","Found 'DD'-anomaly for variable 'Y' (lines '592'-'603').","Controversial Rules","DataflowAnomalyAnalysis"
"4413","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","592","Found 'DU'-anomaly for variable 'Y' (lines '592'-'632').","Controversial Rules","DataflowAnomalyAnalysis"
"4414","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","594","Found 'DD'-anomaly for variable 'Z' (lines '594'-'604').","Controversial Rules","DataflowAnomalyAnalysis"
"4415","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","594","Found 'DU'-anomaly for variable 'Z' (lines '594'-'632').","Controversial Rules","DataflowAnomalyAnalysis"
"4416","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","598","Found 'DD'-anomaly for variable 'X' (lines '598'-'598').","Controversial Rules","DataflowAnomalyAnalysis"
"4417","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","598","Found 'DU'-anomaly for variable 'X' (lines '598'-'632').","Controversial Rules","DataflowAnomalyAnalysis"
"4418","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","647","Found 'DD'-anomaly for variable 'k' (lines '647'-'655').","Controversial Rules","DataflowAnomalyAnalysis"
"4419","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","648","Found 'DU'-anomaly for variable 'count' (lines '648'-'659').","Controversial Rules","DataflowAnomalyAnalysis"
"4420","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","653","Avoid assignments in operands","Controversial Rules","AssignmentInOperand"
"4421","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","653","Found 'DD'-anomaly for variable 'anElement' (lines '653'-'653').","Controversial Rules","DataflowAnomalyAnalysis"
"4422","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","653","Found 'DU'-anomaly for variable 'anElement' (lines '653'-'659').","Controversial Rules","DataflowAnomalyAnalysis"
"4423","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","655","Found 'DD'-anomaly for variable 'k' (lines '655'-'655').","Controversial Rules","DataflowAnomalyAnalysis"
"4424","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","673","Found 'DD'-anomaly for variable 'k' (lines '673'-'680').","Controversial Rules","DataflowAnomalyAnalysis"
"4425","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","674","Found 'DU'-anomaly for variable 'count' (lines '674'-'684').","Controversial Rules","DataflowAnomalyAnalysis"
"4426","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","680","Found 'DD'-anomaly for variable 'k' (lines '680'-'680').","Controversial Rules","DataflowAnomalyAnalysis"
"4427","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","698","Found 'DU'-anomaly for variable 'k' (lines '698'-'708').","Controversial Rules","DataflowAnomalyAnalysis"
"4428","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","719","Found 'DU'-anomaly for variable 'n' (lines '719'-'733').","Controversial Rules","DataflowAnomalyAnalysis"
"4429","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","720","Found 'DU'-anomaly for variable 'h' (lines '720'-'733').","Controversial Rules","DataflowAnomalyAnalysis"
"4430","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","2","766","Avoid reassigning parameters such as 'a'","Design Rules","AvoidReassigningParameters"
"4431","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","2","766","Avoid reassigning parameters such as 'a'","Design Rules","AvoidReassigningParameters"
"4432","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","2","766","Avoid reassigning parameters such as 'a'","Design Rules","AvoidReassigningParameters"
"4433","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","2","766","Avoid reassigning parameters such as 'b'","Design Rules","AvoidReassigningParameters"
"4434","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","2","766","Avoid reassigning parameters such as 'b'","Design Rules","AvoidReassigningParameters"
"4435","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","780","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"4436","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","790","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"4437","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","826","Returning 'A' may expose an internal array.","Security Code Guidelines","MethodReturnsInternalArray"
"4438","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","837","Found 'DD'-anomaly for variable 'C' (lines '837'-'842').","Controversial Rules","DataflowAnomalyAnalysis"
"4439","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","842","Found 'DD'-anomaly for variable 'C' (lines '842'-'842').","Controversial Rules","DataflowAnomalyAnalysis"
"4440","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","867","Found 'DD'-anomaly for variable 'vals' (lines '867'-'872').","Controversial Rules","DataflowAnomalyAnalysis"
"4441","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","872","Found 'DD'-anomaly for variable 'vals' (lines '872'-'872').","Controversial Rules","DataflowAnomalyAnalysis"
"4442","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","897","Found 'DD'-anomaly for variable 'B' (lines '897'-'904').","Controversial Rules","DataflowAnomalyAnalysis"
"4443","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","897","Found 'DU'-anomaly for variable 'B' (lines '897'-'913').","Controversial Rules","DataflowAnomalyAnalysis"
"4444","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","904","Found 'DD'-anomaly for variable 'B' (lines '904'-'904').","Controversial Rules","DataflowAnomalyAnalysis"
"4445","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","904","Found 'DU'-anomaly for variable 'B' (lines '904'-'913').","Controversial Rules","DataflowAnomalyAnalysis"
"4446","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","910","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"4447","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","910","The String literal 'Submatrix indices' appears 10 times in this file; the first occurrence is on line 910","String and StringBuffer Rules","AvoidDuplicateLiterals"
"4448","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","932","Found 'DD'-anomaly for variable 'B' (lines '932'-'939').","Controversial Rules","DataflowAnomalyAnalysis"
"4449","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","932","Found 'DU'-anomaly for variable 'B' (lines '932'-'948').","Controversial Rules","DataflowAnomalyAnalysis"
"4450","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","939","Found 'DD'-anomaly for variable 'B' (lines '939'-'939').","Controversial Rules","DataflowAnomalyAnalysis"
"4451","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","939","Found 'DU'-anomaly for variable 'B' (lines '939'-'948').","Controversial Rules","DataflowAnomalyAnalysis"
"4452","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","945","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"4453","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","968","Found 'DD'-anomaly for variable 'B' (lines '968'-'975').","Controversial Rules","DataflowAnomalyAnalysis"
"4454","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","968","Found 'DU'-anomaly for variable 'B' (lines '968'-'984').","Controversial Rules","DataflowAnomalyAnalysis"
"4455","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","975","Found 'DD'-anomaly for variable 'B' (lines '975'-'975').","Controversial Rules","DataflowAnomalyAnalysis"
"4456","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","975","Found 'DU'-anomaly for variable 'B' (lines '975'-'984').","Controversial Rules","DataflowAnomalyAnalysis"
"4457","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","981","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"4458","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","5","1001","Found 'DD'-anomaly for variable 'B' (lines '1,001'-'1,008').","Controversial Rules","DataflowAnomalyAnalysis"
"4459","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","1014","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"4460","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","1150","Avoid using final local variables, turn them into fields","Controversial Rules","AvoidFinalLocalVariable"
"4461","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","1172","Avoid using final local variables, turn them into fields","Controversial Rules","AvoidFinalLocalVariable"
"4462","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","1193","Avoid using final local variables, turn them into fields","Controversial Rules","AvoidFinalLocalVariable"
"4463","pipe.common.dataLayer","src/pipe/common/dataLayer/PNMatrix.java","3","1314","Consider simply returning the value vs storing it in local variable 'X'","Design Rules","UnnecessaryLocalBeforeReturn"
"4464","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","1","Package name contains upper case characters","Naming Rules","PackageCase"
"4465","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","32","Abstract classes should be named AbstractXXX","Naming Rules","AbstractNaming"
"4466","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","33","This class has too many methods, consider refactoring it.","Code Size Rules","TooManyMethods"
"4467","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","35","Avoid excessively long variable names like COMPONENT_DRAW_OFFSET","Naming Rules","LongVariable"
"4468","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","41","It is somewhat confusing to have a field name with the same name as a method","Naming Rules","AvoidFieldNameMatchingMethodName"
"4469","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","48","Avoid variables with short names like id","Naming Rules","ShortVariable"
"4470","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","52","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"4471","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","53","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"4472","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","54","Avoid excessively long variable names like selectionBorderColour","Naming Rules","LongVariable"
"4473","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","54","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"4474","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","55","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"4475","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","70","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"4476","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","81","Document empty constructor","Design Rules","UncommentedEmptyConstructor"
"4477","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","81","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"4478","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","92","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"4479","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","1","96","An empty method in an abstract class should be abstract instead","Design Rules","EmptyMethodInAbstractClassShouldBeAbstract"
"4480","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","97","Document empty method","Design Rules","UncommentedEmptyMethod"
"4481","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","114","clone() method should throw CloneNotSupportedException","Clone Implementation Rules","CloneThrowsCloneNotSupportedException"
"4482","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","1","139","Avoid throwing raw exception types.","Strict Exception Rules","AvoidThrowingRawExceptionTypes"
"4483","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","201","Avoid variables with short names like g","Naming Rules","ShortVariable"
"4484","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","201","Overriding method merely calls super","Basic Rules","UselessOverridingMethod"
"4485","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","208","Avoid variables with short names like c","Naming Rules","ShortVariable"
"4486","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","240","Avoid variables with short names like c","Naming Rules","ShortVariable"
"4487","pipe.common.dataLayer","src/pipe/common/dataLayer/PetriNetObject.java","3","250","Avoid variables with short names like c","Naming Rules","ShortVariable"
"4488","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","1","Package name contains upper case characters","Naming Rules","PackageCase"
"4489","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","4","4","Avoid unused imports such as 'java.awt.Color'","Type Resolution Rules","UnusedImports"
"4490","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","4","4","Avoid unused imports such as 'java.awt.Color'","Type Resolution Rules","UnusedImports"
"4491","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","38","The class 'Place' has a Cyclomatic Complexity of 2 (Highest = 12).","Code Size Rules","CyclomaticComplexity"
"4492","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","1","45","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"4493","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","55","It is somewhat confusing to have a field name matching the declaring class name","Naming Rules","AvoidFieldNameMatchingTypeName"
"4494","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","60","This statement may have some unnecessary parentheses","Controversial Rules","UnnecessaryParentheses"
"4495","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","69","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"4496","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","72","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"4497","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","73","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"4498","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","79","Document empty constructor","Design Rules","UncommentedEmptyConstructor"
"4499","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","79","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"4500","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","145","Avoid really long parameter lists.","Code Size Rules","ExcessiveParameterList"
"4501","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","151","Avoid excessively long variable names like initialMarkingInput","Naming Rules","LongVariable"
"4502","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","152","Avoid excessively long variable names like markingOffsetXInput","Naming Rules","LongVariable"
"4503","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","153","Avoid excessively long variable names like markingOffsetYInput","Naming Rules","LongVariable"
"4504","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","2","156","Avoid instantiating Integer objects. Call Integer.valueOf() instead.","Migration Rules","IntegerInstantiation"
"4505","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","2","157","Avoid instantiating Integer objects. Call Integer.valueOf() instead.","Migration Rules","IntegerInstantiation"
"4506","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","192","Overriding method merely calls super","Basic Rules","UselessOverridingMethod"
"4507","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","192","clone() method should throw CloneNotSupportedException","Clone Implementation Rules","CloneThrowsCloneNotSupportedException"
"4508","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","203","Avoid variables with short names like x","Naming Rules","ShortVariable"
"4509","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","203","Avoid variables with short names like y","Naming Rules","ShortVariable"
"4510","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","211","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"4511","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","225","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"4512","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","234","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"4513","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","253","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"4514","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","289","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"4515","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","313","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"4516","pipe.common.dataLayer","src/pipe/common/dataLayer/Place.java","3","365","Avoid variables with short names like g","Naming Rules","ShortVariable"
